x"0000", x"0064", x"00C9", x"012D", x"0192", x"01F6", x"025B", x"02BF"
x"88B9", x"8895", x"8871", x"884D", x"882A", x"8807", x"87E4", x"87C1"
x"8895", x"8871", x"884D", x"882A", x"8807", x"87E4", x"87C1", x"879F"
x"8871", x"884D", x"882A", x"8807", x"87E4", x"87C1", x"879F", x"877D"
x"884D", x"882A", x"8807", x"87E4", x"87C1", x"879F", x"877D", x"875B"
x"882A", x"8807", x"87E4", x"87C1", x"879F", x"877D", x"875B", x"873A"
x"8807", x"87E4", x"87C1", x"879F", x"877D", x"875B", x"873A", x"8719"
x"87E4", x"87C1", x"879F", x"877D", x"875B", x"873A", x"8719", x"86F8"
x"87C1", x"879F", x"877D", x"875B", x"873A", x"8719", x"86F8", x"86D7"
x"879F", x"877D", x"875B", x"873A", x"8719", x"86F8", x"86D7", x"86B7"
x"877D", x"875B", x"873A", x"8719", x"86F8", x"86D7", x"86B7", x"8697"
x"875B", x"873A", x"8719", x"86F8", x"86D7", x"86B7", x"8697", x"8677"
x"873A", x"8719", x"86F8", x"86D7", x"86B7", x"8697", x"8677", x"8658"
x"8719", x"86F8", x"86D7", x"86B7", x"8697", x"8677", x"8658", x"8639"
x"86F8", x"86D7", x"86B7", x"8697", x"8677", x"8658", x"8639", x"861A"
x"86D7", x"86B7", x"8697", x"8677", x"8658", x"8639", x"861A", x"85FC"
x"86B7", x"8697", x"8677", x"8658", x"8639", x"861A", x"85FC", x"85DD"
x"8697", x"8677", x"8658", x"8639", x"861A", x"85FC", x"85DD", x"85BF"
x"8677", x"8658", x"8639", x"861A", x"85FC", x"85DD", x"85BF", x"85A2"
x"8658", x"8639", x"861A", x"85FC", x"85DD", x"85BF", x"85A2", x"8584"
x"8639", x"861A", x"85FC", x"85DD", x"85BF", x"85A2", x"8584", x"8567"
x"861A", x"85FC", x"85DD", x"85BF", x"85A2", x"8584", x"8567", x"854B"
x"85FC", x"85DD", x"85BF", x"85A2", x"8584", x"8567", x"854B", x"852E"
x"85DD", x"85BF", x"85A2", x"8584", x"8567", x"854B", x"852E", x"8512"
x"85BF", x"85A2", x"8584", x"8567", x"854B", x"852E", x"8512", x"84F6"
x"85A2", x"8584", x"8567", x"854B", x"852E", x"8512", x"84F6", x"84DB"
x"8584", x"8567", x"854B", x"852E", x"8512", x"84F6", x"84DB", x"84BF"
x"8567", x"854B", x"852E", x"8512", x"84F6", x"84DB", x"84BF", x"84A4"
x"854B", x"852E", x"8512", x"84F6", x"84DB", x"84BF", x"84A4", x"848A"
x"852E", x"8512", x"84F6", x"84DB", x"84BF", x"84A4", x"848A", x"846F"
x"8512", x"84F6", x"84DB", x"84BF", x"84A4", x"848A", x"846F", x"8455"
x"84F6", x"84DB", x"84BF", x"84A4", x"848A", x"846F", x"8455", x"843C"
x"84DB", x"84BF", x"84A4", x"848A", x"846F", x"8455", x"843C", x"8422"
x"84BF", x"84A4", x"848A", x"846F", x"8455", x"843C", x"8422", x"8409"
x"84A4", x"848A", x"846F", x"8455", x"843C", x"8422", x"8409", x"83F0"
x"848A", x"846F", x"8455", x"843C", x"8422", x"8409", x"83F0", x"83D7"
x"846F", x"8455", x"843C", x"8422", x"8409", x"83F0", x"83D7", x"83BF"
x"8455", x"843C", x"8422", x"8409", x"83F0", x"83D7", x"83BF", x"83A7"
x"843C", x"8422", x"8409", x"83F0", x"83D7", x"83BF", x"83A7", x"8390"
x"8422", x"8409", x"83F0", x"83D7", x"83BF", x"83A7", x"8390", x"8378"
x"8409", x"83F0", x"83D7", x"83BF", x"83A7", x"8390", x"8378", x"8361"
x"83F0", x"83D7", x"83BF", x"83A7", x"8390", x"8378", x"8361", x"834A"
x"83D7", x"83BF", x"83A7", x"8390", x"8378", x"8361", x"834A", x"8334"
x"83BF", x"83A7", x"8390", x"8378", x"8361", x"834A", x"8334", x"831E"
x"83A7", x"8390", x"8378", x"8361", x"834A", x"8334", x"831E", x"8308"
x"8390", x"8378", x"8361", x"834A", x"8334", x"831E", x"8308", x"82F2"
x"8378", x"8361", x"834A", x"8334", x"831E", x"8308", x"82F2", x"82DD"
x"8361", x"834A", x"8334", x"831E", x"8308", x"82F2", x"82DD", x"82C8"
x"834A", x"8334", x"831E", x"8308", x"82F2", x"82DD", x"82C8", x"82B3"
x"8334", x"831E", x"8308", x"82F2", x"82DD", x"82C8", x"82B3", x"829F"
x"831E", x"8308", x"82F2", x"82DD", x"82C8", x"82B3", x"829F", x"828B"
x"8308", x"82F2", x"82DD", x"82C8", x"82B3", x"829F", x"828B", x"8277"
x"82F2", x"82DD", x"82C8", x"82B3", x"829F", x"828B", x"8277", x"8264"
x"82DD", x"82C8", x"82B3", x"829F", x"828B", x"8277", x"8264", x"8250"
x"82C8", x"82B3", x"829F", x"828B", x"8277", x"8264", x"8250", x"823E"
x"82B3", x"829F", x"828B", x"8277", x"8264", x"8250", x"823E", x"822B"
x"829F", x"828B", x"8277", x"8264", x"8250", x"823E", x"822B", x"8219"
x"828B", x"8277", x"8264", x"8250", x"823E", x"822B", x"8219", x"8207"
x"8277", x"8264", x"8250", x"823E", x"822B", x"8219", x"8207", x"81F5"
x"8264", x"8250", x"823E", x"822B", x"8219", x"8207", x"81F5", x"81E4"
x"8250", x"823E", x"822B", x"8219", x"8207", x"81F5", x"81E4", x"81D3"
x"823E", x"822B", x"8219", x"8207", x"81F5", x"81E4", x"81D3", x"81C2"
x"822B", x"8219", x"8207", x"81F5", x"81E4", x"81D3", x"81C2", x"81B2"
x"8219", x"8207", x"81F5", x"81E4", x"81D3", x"81C2", x"81B2", x"81A2"
x"8207", x"81F5", x"81E4", x"81D3", x"81C2", x"81B2", x"81A2", x"8192"
x"81F5", x"81E4", x"81D3", x"81C2", x"81B2", x"81A2", x"8192", x"8182"
x"81E4", x"81D3", x"81C2", x"81B2", x"81A2", x"8192", x"8182", x"8173"
x"81D3", x"81C2", x"81B2", x"81A2", x"8192", x"8182", x"8173", x"8164"
x"81C2", x"81B2", x"81A2", x"8192", x"8182", x"8173", x"8164", x"8156"
x"81B2", x"81A2", x"8192", x"8182", x"8173", x"8164", x"8156", x"8147"
x"81A2", x"8192", x"8182", x"8173", x"8164", x"8156", x"8147", x"8139"
x"8192", x"8182", x"8173", x"8164", x"8156", x"8147", x"8139", x"812C"
x"8182", x"8173", x"8164", x"8156", x"8147", x"8139", x"812C", x"811E"
x"8173", x"8164", x"8156", x"8147", x"8139", x"812C", x"811E", x"8111"
x"8164", x"8156", x"8147", x"8139", x"812C", x"811E", x"8111", x"8104"
x"8156", x"8147", x"8139", x"812C", x"811E", x"8111", x"8104", x"80F8"
x"8147", x"8139", x"812C", x"811E", x"8111", x"8104", x"80F8", x"80EC"
x"8139", x"812C", x"811E", x"8111", x"8104", x"80F8", x"80EC", x"80E0"
x"812C", x"811E", x"8111", x"8104", x"80F8", x"80EC", x"80E0", x"80D4"
x"811E", x"8111", x"8104", x"80F8", x"80EC", x"80E0", x"80D4", x"80C9"
x"8111", x"8104", x"80F8", x"80EC", x"80E0", x"80D4", x"80C9", x"80BE"
x"8104", x"80F8", x"80EC", x"80E0", x"80D4", x"80C9", x"80BE", x"80B4"
x"80F8", x"80EC", x"80E0", x"80D4", x"80C9", x"80BE", x"80B4", x"80A9"
x"80EC", x"80E0", x"80D4", x"80C9", x"80BE", x"80B4", x"80A9", x"809F"
x"80E0", x"80D4", x"80C9", x"80BE", x"80B4", x"80A9", x"809F", x"8096"
x"80D4", x"80C9", x"80BE", x"80B4", x"80A9", x"809F", x"8096", x"808C"
x"80C9", x"80BE", x"80B4", x"80A9", x"809F", x"8096", x"808C", x"8083"
x"80BE", x"80B4", x"80A9", x"809F", x"8096", x"808C", x"8083", x"807A"
x"80B4", x"80A9", x"809F", x"8096", x"808C", x"8083", x"807A", x"8072"
x"80A9", x"809F", x"8096", x"808C", x"8083", x"807A", x"8072", x"806A"
x"809F", x"8096", x"808C", x"8083", x"807A", x"8072", x"806A", x"8062"
x"8096", x"808C", x"8083", x"807A", x"8072", x"806A", x"8062", x"805A"
x"808C", x"8083", x"807A", x"8072", x"806A", x"8062", x"805A", x"8053"
x"8083", x"807A", x"8072", x"806A", x"8062", x"805A", x"8053", x"804C"
x"807A", x"8072", x"806A", x"8062", x"805A", x"8053", x"804C", x"8045"
x"8072", x"806A", x"8062", x"805A", x"8053", x"804C", x"8045", x"803F"
x"806A", x"8062", x"805A", x"8053", x"804C", x"8045", x"803F", x"8039"
x"8062", x"805A", x"8053", x"804C", x"8045", x"803F", x"8039", x"8033"
x"805A", x"8053", x"804C", x"8045", x"803F", x"8039", x"8033", x"802E"
x"8053", x"804C", x"8045", x"803F", x"8039", x"8033", x"802E", x"8029"
x"804C", x"8045", x"803F", x"8039", x"8033", x"802E", x"8029", x"8024"
x"8045", x"803F", x"8039", x"8033", x"802E", x"8029", x"8024", x"8020"
x"803F", x"8039", x"8033", x"802E", x"8029", x"8024", x"8020", x"801C"
x"8039", x"8033", x"802E", x"8029", x"8024", x"8020", x"801C", x"8018"
x"8033", x"802E", x"8029", x"8024", x"8020", x"801C", x"8018", x"8014"
x"802E", x"8029", x"8024", x"8020", x"801C", x"8018", x"8014", x"8011"
x"8029", x"8024", x"8020", x"801C", x"8018", x"8014", x"8011", x"800E"
x"8024", x"8020", x"801C", x"8018", x"8014", x"8011", x"800E", x"800B"
x"8020", x"801C", x"8018", x"8014", x"8011", x"800E", x"800B", x"8009"
x"801C", x"8018", x"8014", x"8011", x"800E", x"800B", x"8009", x"8007"
x"8018", x"8014", x"8011", x"800E", x"800B", x"8009", x"8007", x"8005"
x"8014", x"8011", x"800E", x"800B", x"8009", x"8007", x"8005", x"8004"
x"8011", x"800E", x"800B", x"8009", x"8007", x"8005", x"8004", x"8003"
x"800E", x"800B", x"8009", x"8007", x"8005", x"8004", x"8003", x"8002"
x"800B", x"8009", x"8007", x"8005", x"8004", x"8003", x"8002", x"8002"
x"8009", x"8007", x"8005", x"8004", x"8003", x"8002", x"8002", x"8001"
x"8007", x"8005", x"8004", x"8003", x"8002", x"8002", x"8001", x"8002"
x"8005", x"8004", x"8003", x"8002", x"8002", x"8001", x"8002", x"8002"
x"8004", x"8003", x"8002", x"8002", x"8001", x"8002", x"8002", x"8003"
x"8003", x"8002", x"8002", x"8001", x"8002", x"8002", x"8003", x"8004"
x"8002", x"8002", x"8001", x"8002", x"8002", x"8003", x"8004", x"8005"
x"8002", x"8001", x"8002", x"8002", x"8003", x"8004", x"8005", x"8007"
x"8001", x"8002", x"8002", x"8003", x"8004", x"8005", x"8007", x"8009"
x"8002", x"8002", x"8003", x"8004", x"8005", x"8007", x"8009", x"800B"
x"8002", x"8003", x"8004", x"8005", x"8007", x"8009", x"800B", x"800E"
x"8003", x"8004", x"8005", x"8007", x"8009", x"800B", x"800E", x"8011"
x"8004", x"8005", x"8007", x"8009", x"800B", x"800E", x"8011", x"8014"
x"8005", x"8007", x"8009", x"800B", x"800E", x"8011", x"8014", x"8018"
x"8007", x"8009", x"800B", x"800E", x"8011", x"8014", x"8018", x"801C"
x"8009", x"800B", x"800E", x"8011", x"8014", x"8018", x"801C", x"8020"
x"800B", x"800E", x"8011", x"8014", x"8018", x"801C", x"8020", x"8024"
x"800E", x"8011", x"8014", x"8018", x"801C", x"8020", x"8024", x"8029"
x"8011", x"8014", x"8018", x"801C", x"8020", x"8024", x"8029", x"802E"
x"8014", x"8018", x"801C", x"8020", x"8024", x"8029", x"802E", x"8033"
x"8018", x"801C", x"8020", x"8024", x"8029", x"802E", x"8033", x"8039"
x"801C", x"8020", x"8024", x"8029", x"802E", x"8033", x"8039", x"803F"
x"8020", x"8024", x"8029", x"802E", x"8033", x"8039", x"803F", x"8045"
x"8024", x"8029", x"802E", x"8033", x"8039", x"803F", x"8045", x"804C"
x"8029", x"802E", x"8033", x"8039", x"803F", x"8045", x"804C", x"8053"
x"802E", x"8033", x"8039", x"803F", x"8045", x"804C", x"8053", x"805A"
x"8033", x"8039", x"803F", x"8045", x"804C", x"8053", x"805A", x"8062"
x"8039", x"803F", x"8045", x"804C", x"8053", x"805A", x"8062", x"806A"
x"803F", x"8045", x"804C", x"8053", x"805A", x"8062", x"806A", x"8072"
x"8045", x"804C", x"8053", x"805A", x"8062", x"806A", x"8072", x"807A"
x"804C", x"8053", x"805A", x"8062", x"806A", x"8072", x"807A", x"8083"
x"8053", x"805A", x"8062", x"806A", x"8072", x"807A", x"8083", x"808C"
x"805A", x"8062", x"806A", x"8072", x"807A", x"8083", x"808C", x"8096"
x"8062", x"806A", x"8072", x"807A", x"8083", x"808C", x"8096", x"809F"
x"806A", x"8072", x"807A", x"8083", x"808C", x"8096", x"809F", x"80A9"
x"8072", x"807A", x"8083", x"808C", x"8096", x"809F", x"80A9", x"80B4"
x"807A", x"8083", x"808C", x"8096", x"809F", x"80A9", x"80B4", x"80BE"
x"8083", x"808C", x"8096", x"809F", x"80A9", x"80B4", x"80BE", x"80C9"
x"808C", x"8096", x"809F", x"80A9", x"80B4", x"80BE", x"80C9", x"80D4"
x"8096", x"809F", x"80A9", x"80B4", x"80BE", x"80C9", x"80D4", x"80E0"
x"809F", x"80A9", x"80B4", x"80BE", x"80C9", x"80D4", x"80E0", x"80EC"
x"80A9", x"80B4", x"80BE", x"80C9", x"80D4", x"80E0", x"80EC", x"80F8"
x"80B4", x"80BE", x"80C9", x"80D4", x"80E0", x"80EC", x"80F8", x"8104"
x"80BE", x"80C9", x"80D4", x"80E0", x"80EC", x"80F8", x"8104", x"8111"
x"80C9", x"80D4", x"80E0", x"80EC", x"80F8", x"8104", x"8111", x"811E"
x"80D4", x"80E0", x"80EC", x"80F8", x"8104", x"8111", x"811E", x"812C"
x"80E0", x"80EC", x"80F8", x"8104", x"8111", x"811E", x"812C", x"8139"
x"80EC", x"80F8", x"8104", x"8111", x"811E", x"812C", x"8139", x"8147"
x"80F8", x"8104", x"8111", x"811E", x"812C", x"8139", x"8147", x"8156"
x"8104", x"8111", x"811E", x"812C", x"8139", x"8147", x"8156", x"8164"
x"8111", x"811E", x"812C", x"8139", x"8147", x"8156", x"8164", x"8173"
x"811E", x"812C", x"8139", x"8147", x"8156", x"8164", x"8173", x"8182"
x"812C", x"8139", x"8147", x"8156", x"8164", x"8173", x"8182", x"8192"
x"8139", x"8147", x"8156", x"8164", x"8173", x"8182", x"8192", x"81A2"
x"8147", x"8156", x"8164", x"8173", x"8182", x"8192", x"81A2", x"81B2"
x"8156", x"8164", x"8173", x"8182", x"8192", x"81A2", x"81B2", x"81C2"
x"8164", x"8173", x"8182", x"8192", x"81A2", x"81B2", x"81C2", x"81D3"
x"8173", x"8182", x"8192", x"81A2", x"81B2", x"81C2", x"81D3", x"81E4"
x"8182", x"8192", x"81A2", x"81B2", x"81C2", x"81D3", x"81E4", x"81F5"
x"8192", x"81A2", x"81B2", x"81C2", x"81D3", x"81E4", x"81F5", x"8207"
x"81A2", x"81B2", x"81C2", x"81D3", x"81E4", x"81F5", x"8207", x"8219"
x"81B2", x"81C2", x"81D3", x"81E4", x"81F5", x"8207", x"8219", x"822B"
x"81C2", x"81D3", x"81E4", x"81F5", x"8207", x"8219", x"822B", x"823E"
x"81D3", x"81E4", x"81F5", x"8207", x"8219", x"822B", x"823E", x"8250"
x"81E4", x"81F5", x"8207", x"8219", x"822B", x"823E", x"8250", x"8264"
x"81F5", x"8207", x"8219", x"822B", x"823E", x"8250", x"8264", x"8277"
x"8207", x"8219", x"822B", x"823E", x"8250", x"8264", x"8277", x"828B"
x"8219", x"822B", x"823E", x"8250", x"8264", x"8277", x"828B", x"829F"
x"822B", x"823E", x"8250", x"8264", x"8277", x"828B", x"829F", x"82B3"
x"823E", x"8250", x"8264", x"8277", x"828B", x"829F", x"82B3", x"82C8"
x"8250", x"8264", x"8277", x"828B", x"829F", x"82B3", x"82C8", x"82DD"
x"8264", x"8277", x"828B", x"829F", x"82B3", x"82C8", x"82DD", x"82F2"
x"8277", x"828B", x"829F", x"82B3", x"82C8", x"82DD", x"82F2", x"8308"
x"828B", x"829F", x"82B3", x"82C8", x"82DD", x"82F2", x"8308", x"831E"
x"829F", x"82B3", x"82C8", x"82DD", x"82F2", x"8308", x"831E", x"8334"
x"82B3", x"82C8", x"82DD", x"82F2", x"8308", x"831E", x"8334", x"834A"
x"82C8", x"82DD", x"82F2", x"8308", x"831E", x"8334", x"834A", x"8361"
x"82DD", x"82F2", x"8308", x"831E", x"8334", x"834A", x"8361", x"8378"
x"82F2", x"8308", x"831E", x"8334", x"834A", x"8361", x"8378", x"8390"
x"8308", x"831E", x"8334", x"834A", x"8361", x"8378", x"8390", x"83A7"
x"831E", x"8334", x"834A", x"8361", x"8378", x"8390", x"83A7", x"83BF"
x"8334", x"834A", x"8361", x"8378", x"8390", x"83A7", x"83BF", x"83D7"
x"834A", x"8361", x"8378", x"8390", x"83A7", x"83BF", x"83D7", x"83F0"
x"8361", x"8378", x"8390", x"83A7", x"83BF", x"83D7", x"83F0", x"8409"
x"8378", x"8390", x"83A7", x"83BF", x"83D7", x"83F0", x"8409", x"8422"
x"8390", x"83A7", x"83BF", x"83D7", x"83F0", x"8409", x"8422", x"843C"
x"83A7", x"83BF", x"83D7", x"83F0", x"8409", x"8422", x"843C", x"8455"
x"83BF", x"83D7", x"83F0", x"8409", x"8422", x"843C", x"8455", x"846F"
x"83D7", x"83F0", x"8409", x"8422", x"843C", x"8455", x"846F", x"848A"
x"83F0", x"8409", x"8422", x"843C", x"8455", x"846F", x"848A", x"84A4"
x"8409", x"8422", x"843C", x"8455", x"846F", x"848A", x"84A4", x"84BF"
x"8422", x"843C", x"8455", x"846F", x"848A", x"84A4", x"84BF", x"84DB"
x"843C", x"8455", x"846F", x"848A", x"84A4", x"84BF", x"84DB", x"84F6"
x"8455", x"846F", x"848A", x"84A4", x"84BF", x"84DB", x"84F6", x"8512"
x"846F", x"848A", x"84A4", x"84BF", x"84DB", x"84F6", x"8512", x"852E"
x"848A", x"84A4", x"84BF", x"84DB", x"84F6", x"8512", x"852E", x"854B"
x"84A4", x"84BF", x"84DB", x"84F6", x"8512", x"852E", x"854B", x"8567"
x"84BF", x"84DB", x"84F6", x"8512", x"852E", x"854B", x"8567", x"8584"
x"84DB", x"84F6", x"8512", x"852E", x"854B", x"8567", x"8584", x"85A2"
x"84F6", x"8512", x"852E", x"854B", x"8567", x"8584", x"85A2", x"85BF"
x"8512", x"852E", x"854B", x"8567", x"8584", x"85A2", x"85BF", x"85DD"
x"852E", x"854B", x"8567", x"8584", x"85A2", x"85BF", x"85DD", x"85FC"
x"854B", x"8567", x"8584", x"85A2", x"85BF", x"85DD", x"85FC", x"861A"
x"8567", x"8584", x"85A2", x"85BF", x"85DD", x"85FC", x"861A", x"8639"
x"8584", x"85A2", x"85BF", x"85DD", x"85FC", x"861A", x"8639", x"8658"
x"85A2", x"85BF", x"85DD", x"85FC", x"861A", x"8639", x"8658", x"8677"
x"85BF", x"85DD", x"85FC", x"861A", x"8639", x"8658", x"8677", x"8697"
x"85DD", x"85FC", x"861A", x"8639", x"8658", x"8677", x"8697", x"86B7"
x"85FC", x"861A", x"8639", x"8658", x"8677", x"8697", x"86B7", x"86D7"
x"861A", x"8639", x"8658", x"8677", x"8697", x"86B7", x"86D7", x"86F8"
x"8639", x"8658", x"8677", x"8697", x"86B7", x"86D7", x"86F8", x"8719"
x"8658", x"8677", x"8697", x"86B7", x"86D7", x"86F8", x"8719", x"873A"
x"8677", x"8697", x"86B7", x"86D7", x"86F8", x"8719", x"873A", x"875B"
x"8697", x"86B7", x"86D7", x"86F8", x"8719", x"873A", x"875B", x"877D"
x"86B7", x"86D7", x"86F8", x"8719", x"873A", x"875B", x"877D", x"879F"
x"86D7", x"86F8", x"8719", x"873A", x"875B", x"877D", x"879F", x"87C1"
x"86F8", x"8719", x"873A", x"875B", x"877D", x"879F", x"87C1", x"87E4"
x"8719", x"873A", x"875B", x"877D", x"879F", x"87C1", x"87E4", x"8807"
x"873A", x"875B", x"877D", x"879F", x"87C1", x"87E4", x"8807", x"882A"
x"875B", x"877D", x"879F", x"87C1", x"87E4", x"8807", x"882A", x"884D"
x"877D", x"879F", x"87C1", x"87E4", x"8807", x"882A", x"884D", x"8871"
x"879F", x"87C1", x"87E4", x"8807", x"882A", x"884D", x"8871", x"8895"
x"87C1", x"87E4", x"8807", x"882A", x"884D", x"8871", x"8895", x"88B9"
x"87E4", x"8807", x"882A", x"884D", x"8871", x"8895", x"88B9", x"88DE"
x"8807", x"882A", x"884D", x"8871", x"8895", x"88B9", x"88DE", x"8903"
x"882A", x"884D", x"8871", x"8895", x"88B9", x"88DE", x"8903", x"8928"
x"884D", x"8871", x"8895", x"88B9", x"88DE", x"8903", x"8928", x"894E"
x"8871", x"8895", x"88B9", x"88DE", x"8903", x"8928", x"894E", x"8973"
x"8895", x"88B9", x"88DE", x"8903", x"8928", x"894E", x"8973", x"8999"
x"88B9", x"88DE", x"8903", x"8928", x"894E", x"8973", x"8999", x"89C0"
x"88DE", x"8903", x"8928", x"894E", x"8973", x"8999", x"89C0", x"89E6"
x"8903", x"8928", x"894E", x"8973", x"8999", x"89C0", x"89E6", x"8A0D"
x"8928", x"894E", x"8973", x"8999", x"89C0", x"89E6", x"8A0D", x"8A34"
x"894E", x"8973", x"8999", x"89C0", x"89E6", x"8A0D", x"8A34", x"8A5C"
x"8973", x"8999", x"89C0", x"89E6", x"8A0D", x"8A34", x"8A5C", x"8A84"
x"8999", x"89C0", x"89E6", x"8A0D", x"8A34", x"8A5C", x"8A84", x"8AAC"
x"89C0", x"89E6", x"8A0D", x"8A34", x"8A5C", x"8A84", x"8AAC", x"8AD4"
x"89E6", x"8A0D", x"8A34", x"8A5C", x"8A84", x"8AAC", x"8AD4", x"8AFD"
x"8A0D", x"8A34", x"8A5C", x"8A84", x"8AAC", x"8AD4", x"8AFD", x"8B25"
x"8A34", x"8A5C", x"8A84", x"8AAC", x"8AD4", x"8AFD", x"8B25", x"8B4F"
x"8A5C", x"8A84", x"8AAC", x"8AD4", x"8AFD", x"8B25", x"8B4F", x"8B78"
x"8A84", x"8AAC", x"8AD4", x"8AFD", x"8B25", x"8B4F", x"8B78", x"8BA2"
x"8AAC", x"8AD4", x"8AFD", x"8B25", x"8B4F", x"8B78", x"8BA2", x"8BCC"
x"8AD4", x"8AFD", x"8B25", x"8B4F", x"8B78", x"8BA2", x"8BCC", x"8BF6"
x"8AFD", x"8B25", x"8B4F", x"8B78", x"8BA2", x"8BCC", x"8BF6", x"8C21"
x"8B25", x"8B4F", x"8B78", x"8BA2", x"8BCC", x"8BF6", x"8C21", x"8C4B"
x"8B4F", x"8B78", x"8BA2", x"8BCC", x"8BF6", x"8C21", x"8C4B", x"8C77"
x"8B78", x"8BA2", x"8BCC", x"8BF6", x"8C21", x"8C4B", x"8C77", x"8CA2"
x"8BA2", x"8BCC", x"8BF6", x"8C21", x"8C4B", x"8C77", x"8CA2", x"8CCE"
x"8BCC", x"8BF6", x"8C21", x"8C4B", x"8C77", x"8CA2", x"8CCE", x"8CFA"
x"8BF6", x"8C21", x"8C4B", x"8C77", x"8CA2", x"8CCE", x"8CFA", x"8D26"
x"8C21", x"8C4B", x"8C77", x"8CA2", x"8CCE", x"8CFA", x"8D26", x"8D52"
x"8C4B", x"8C77", x"8CA2", x"8CCE", x"8CFA", x"8D26", x"8D52", x"8D7F"
x"8C77", x"8CA2", x"8CCE", x"8CFA", x"8D26", x"8D52", x"8D7F", x"8DAC"
x"8CA2", x"8CCE", x"8CFA", x"8D26", x"8D52", x"8D7F", x"8DAC", x"8DDA"
x"8CCE", x"8CFA", x"8D26", x"8D52", x"8D7F", x"8DAC", x"8DDA", x"8E07"
x"8CFA", x"8D26", x"8D52", x"8D7F", x"8DAC", x"8DDA", x"8E07", x"8E35"
x"8D26", x"8D52", x"8D7F", x"8DAC", x"8DDA", x"8E07", x"8E35", x"8E63"
x"8D52", x"8D7F", x"8DAC", x"8DDA", x"8E07", x"8E35", x"8E63", x"8E92"
x"8D7F", x"8DAC", x"8DDA", x"8E07", x"8E35", x"8E63", x"8E92", x"8EC0"
x"8DAC", x"8DDA", x"8E07", x"8E35", x"8E63", x"8E92", x"8EC0", x"8EEF"
x"8DDA", x"8E07", x"8E35", x"8E63", x"8E92", x"8EC0", x"8EEF", x"8F1F"
x"8E07", x"8E35", x"8E63", x"8E92", x"8EC0", x"8EEF", x"8F1F", x"8F4E"
x"8E35", x"8E63", x"8E92", x"8EC0", x"8EEF", x"8F1F", x"8F4E", x"8F7E"
x"8E63", x"8E92", x"8EC0", x"8EEF", x"8F1F", x"8F4E", x"8F7E", x"8FAE"
x"8E92", x"8EC0", x"8EEF", x"8F1F", x"8F4E", x"8F7E", x"8FAE", x"8FDE"
x"8EC0", x"8EEF", x"8F1F", x"8F4E", x"8F7E", x"8FAE", x"8FDE", x"900F"
x"8EEF", x"8F1F", x"8F4E", x"8F7E", x"8FAE", x"8FDE", x"900F", x"9040"
x"8F1F", x"8F4E", x"8F7E", x"8FAE", x"8FDE", x"900F", x"9040", x"9071"
x"8F4E", x"8F7E", x"8FAE", x"8FDE", x"900F", x"9040", x"9071", x"90A2"
x"8F7E", x"8FAE", x"8FDE", x"900F", x"9040", x"9071", x"90A2", x"90D4"
x"8FAE", x"8FDE", x"900F", x"9040", x"9071", x"90A2", x"90D4", x"9106"
x"8FDE", x"900F", x"9040", x"9071", x"90A2", x"90D4", x"9106", x"9138"
x"900F", x"9040", x"9071", x"90A2", x"90D4", x"9106", x"9138", x"916B"
x"9040", x"9071", x"90A2", x"90D4", x"9106", x"9138", x"916B", x"919D"
x"9071", x"90A2", x"90D4", x"9106", x"9138", x"916B", x"919D", x"91D0"
x"90A2", x"90D4", x"9106", x"9138", x"916B", x"919D", x"91D0", x"9204"
x"90D4", x"9106", x"9138", x"916B", x"919D", x"91D0", x"9204", x"9237"
x"9106", x"9138", x"916B", x"919D", x"91D0", x"9204", x"9237", x"926B"
x"9138", x"916B", x"919D", x"91D0", x"9204", x"9237", x"926B", x"929F"
x"916B", x"919D", x"91D0", x"9204", x"9237", x"926B", x"929F", x"92D4"
x"919D", x"91D0", x"9204", x"9237", x"926B", x"929F", x"92D4", x"9308"
x"91D0", x"9204", x"9237", x"926B", x"929F", x"92D4", x"9308", x"933D"
x"9204", x"9237", x"926B", x"929F", x"92D4", x"9308", x"933D", x"9372"
x"9237", x"926B", x"929F", x"92D4", x"9308", x"933D", x"9372", x"93A8"
x"926B", x"929F", x"92D4", x"9308", x"933D", x"9372", x"93A8", x"93DD"
x"929F", x"92D4", x"9308", x"933D", x"9372", x"93A8", x"93DD", x"9413"
x"92D4", x"9308", x"933D", x"9372", x"93A8", x"93DD", x"9413", x"9449"
x"9308", x"933D", x"9372", x"93A8", x"93DD", x"9413", x"9449", x"9480"
x"933D", x"9372", x"93A8", x"93DD", x"9413", x"9449", x"9480", x"94B6"
x"9372", x"93A8", x"93DD", x"9413", x"9449", x"9480", x"94B6", x"94ED"
x"93A8", x"93DD", x"9413", x"9449", x"9480", x"94B6", x"94ED", x"9525"
x"93DD", x"9413", x"9449", x"9480", x"94B6", x"94ED", x"9525", x"955C"
x"9413", x"9449", x"9480", x"94B6", x"94ED", x"9525", x"955C", x"9594"
x"9449", x"9480", x"94B6", x"94ED", x"9525", x"955C", x"9594", x"95CC"
x"9480", x"94B6", x"94ED", x"9525", x"955C", x"9594", x"95CC", x"9604"
x"94B6", x"94ED", x"9525", x"955C", x"9594", x"95CC", x"9604", x"963C"
x"94ED", x"9525", x"955C", x"9594", x"95CC", x"9604", x"963C", x"9675"
x"9525", x"955C", x"9594", x"95CC", x"9604", x"963C", x"9675", x"96AE"
